,label
1061,0
1062,3
1063,0
1064,0
1065,3
1066,2
1067,3
1068,0
1069,0
1070,1
1071,2
1072,2
1073,0
1074,2
1075,0
1076,2
1077,0
1078,0
1079,0
1080,2
1081,2
1082,1
1083,0
1084,4
1085,0
1086,2
1087,3
1088,0
1089,0
1090,0
1091,1
1092,0
1093,2
1094,0
1095,2
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,3
1104,0
1105,1
1106,3
1107,0
1108,0
1109,3
1110,1
1111,3
1112,1
1113,0
1114,3
1115,0
1116,0
1117,1
1118,2
1119,0
1120,0
1121,0
1122,2
1123,0
1124,0
1125,3
1126,0
1127,3
1128,3
1129,1
1130,2
1131,1
1132,0
1133,0
1134,0
1135,1
1136,3
1137,1
1138,1
1139,0
1140,1
1141,3
1142,3
1143,0
1144,0
1145,2
1146,2
1147,0
1148,3
1149,2
1150,3
1151,2
1152,1
1153,2
1154,3
1155,2
1156,0
1157,1
1158,0
1159,3
1160,3
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,2
1168,0
1169,3
1170,0
1171,0
1172,0
1173,2
1174,1
1175,0
1176,1
1177,0
1178,0
1179,0
1180,4
1181,3
1182,3
1183,1
1184,0
1185,1
1186,0
1187,0
1188,2
1189,3
1190,3
1191,3
1192,0
1193,0
1194,4
1195,3
1196,2
1197,0
1198,0
1199,3
1200,0
1201,0
1202,0
1203,2
1204,2
1205,0
1206,0
1207,0
1208,0
1209,2
1210,3
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,2
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,1
1226,3
1227,3
1228,0
1229,0
1230,0
1231,3
1232,2
1233,0
1234,3
1235,0
1236,1
1237,1
1238,2
1239,2
1240,0
1241,1
1242,3
1243,0
1244,0
1245,2
1246,3
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,2
1254,0
1255,1
1256,0
1257,0
1258,2
1259,2
1260,0
1261,4
1262,2
1263,0
1264,0
1265,0
1266,0
1267,3
1268,1
1269,1
1270,2
1271,0
1272,1
1273,2
1274,1
1275,2
1276,0
1277,1
1278,0
1279,1
1280,2
1281,0
1282,2
1283,0
1284,0
1285,2
1286,3
1287,0
1288,0
1289,1
1290,0
1291,0
1292,1
1293,0
1294,2
1295,3
1296,3
1297,1
1298,0
1299,1
1300,0
1301,0
1302,0
1303,2
1304,0
1305,0
1306,2
1307,0
1308,3
1309,0
1310,3
1311,1
1312,0
1313,1
1314,1
1315,0
1316,1
1317,4
1318,2
1319,0
1320,3
1321,1
1322,0
1323,0
1324,2
1325,0
1326,0
1327,0
1328,4
1329,0
1330,0
1331,0
1332,0
1333,3
1334,1
1335,1
1336,0
1337,0
1338,0
1339,1
1340,2
1341,1
1342,1
1343,0
1344,2
1345,0
1346,0
1347,0
1348,0
1349,2
1350,3
1351,0
1352,0
1353,4
1354,1
1355,2
1356,0
1357,1
1358,0
1359,0
1360,2
1361,2
1362,1
1363,3
1364,0
1365,0
1366,0
1367,2
1368,1
1369,1
1370,1
1371,0
1372,3
1373,1
1374,0
1375,3
1376,2
1377,1
1378,3
1379,2
1380,3
1381,3
1382,0
1383,0
1384,0
1385,3
1386,1
1387,3
1388,0
1389,2
1390,1
1391,0
1392,0
1393,0
1394,2
1395,3
1396,2
1397,2
1398,0
1399,0
1400,2
1401,0
1402,0
1403,0
1404,0
1405,0
1406,3
1407,1
1408,3
1409,2
1410,3
1411,0
1412,3
1413,3
1414,2
1415,2
1416,2
1417,1
1418,0
1419,0
1420,2
1421,0
1422,3
1423,3
1424,0
1425,0
1426,3
1427,1
1428,2
1429,0
1430,0
1431,1
1432,3
1433,3
1434,0
1435,1
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,0
1445,3
1446,0
1447,2
1448,3
1449,0
1450,2
1451,0
1452,3
1453,2
1454,1
1455,0
1456,1
1457,2
1458,2
1459,2
1460,0
1461,0
1462,0
1463,2
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,3
1472,0
1473,0
1474,3
1475,0
1476,0
1477,1
1478,1
1479,0
1480,3
1481,0
1482,3
1483,3
1484,0
1485,0
1486,1
1487,4
1488,0
1489,2
1490,3
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,3
1504,0
1505,2
1506,2
1507,0
1508,2
1509,1
1510,1
1511,0
1512,2
1513,0
1514,0
1515,0
1516,2
1517,0
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,1
1525,0
1526,3
1527,0
1528,0
1529,0
1530,0
1531,0
1532,2
1533,0
1534,1
1535,2
1536,0
1537,0
1538,1
1539,0
1540,3
1541,0
1542,2
1543,2
1544,1
1545,0
1546,3
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,3
1557,2
1558,0
1559,4
1560,2
1561,0
1562,1
1563,0
1564,0
1565,1
1566,0
1567,1
1568,4
1569,3
1570,3
1571,0
1572,0
1573,0
1574,0
1575,0
1576,3
1577,1
1578,1
1579,1
1580,3
1581,1
1582,2
1583,0
1584,2
1585,0
1586,2
1587,2
1588,0
1589,3
1590,0
1591,0
1592,2
1593,2
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,1
1601,3
1602,3
1603,0
1604,0
1605,0
1606,0
1607,2
1608,0
1609,0
1610,0
1611,1
1612,1
1613,2
1614,1
1615,1
1616,0
1617,0
1618,3
1619,3
1620,0
1621,0
1622,4
1623,0
1624,2
1625,4
1626,2
1627,0
1628,2
1629,0
1630,3
1631,3
1632,0
1633,0
1634,1
1635,2
1636,3
1637,3
1638,1
1639,3
1640,0
1641,1
1642,1
1643,0
1644,0
1645,0
1646,0
1647,4
1648,0
1649,0
1650,1
1651,0
1652,0
1653,2
1654,0
1655,0
1656,1
1657,3
1658,2
1659,1
1660,1
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,4
1668,3
1669,0
1670,2
1671,0
1672,2
1673,3
1674,0
1675,0
1676,0
1677,1
1678,0
1679,1
1680,0
1681,0
1682,3
1683,0
1684,0
1685,1
1686,0
1687,3
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,2
1697,3
1698,2
1699,1
1700,0
1701,2
1702,2
1703,0
1704,0
1705,0
1706,3
1707,4
1708,2
1709,1
1710,0
1711,3
1712,2
1713,3
1714,0
1715,4
1716,0
1717,3
1718,2
1719,0
1720,0
1721,0
1722,0
1723,0
1724,3
1725,1
1726,2
1727,0
1728,3
1729,0
1730,1
1731,1
1732,2
1733,1
1734,2
1735,3
1736,3
1737,0
1738,1
1739,2
1740,0
1741,0
1742,2
1743,0
1744,2
1745,2
1746,0
1747,1
1748,0
1749,4
1750,3
1751,1
1752,0
1753,0
1754,0
1755,2
1756,1
1757,1
1758,1
1759,0
1760,1
1761,0
1762,1
1763,2
1764,2
1765,0
1766,0
1767,1
1768,0
1769,0
1770,0
1771,0
1772,0
1773,3
1774,0
1775,3
1776,1
1777,0
1778,0
1779,2
1780,0
1781,0
1782,0
1783,1
1784,2
1785,0
1786,2
1787,0
1788,0
1789,2
1790,2
1791,1
1792,0
1793,0
1794,2
1795,0
1796,1
1797,1
1798,0
1799,0
1800,3
1801,2
1802,2
1803,3
1804,2
1805,0
1806,0
1807,2
1808,0
1809,1
1810,0
1811,2
1812,0
1813,3
1814,1
1815,0
1816,2
1817,3
1818,0
1819,2
1820,3
1821,3
1822,1
1823,2
1824,2
1825,2
1826,0
1827,0
1828,3
1829,2
1830,0
1831,2
1832,0
1833,3
1834,1
1835,3
1836,0
1837,1
1838,1
1839,0
1840,0
1841,0
1842,2
1843,2
1844,0
1845,2
1846,2
1847,3
1848,4
1849,3
1850,3
1851,0
1852,0
1853,1
1854,2
1855,1
1856,3
1857,1
1858,2
1859,0
1860,3
1861,3
1862,2
1863,0
1864,0
1865,1
1866,0
1867,0
1868,1
1869,3
1870,0
1871,1
1872,0
1873,2
1874,0
1875,1
1876,1
1877,2
1878,2
1879,0
1880,1
1881,2
1882,0
1883,1
1884,0
1885,2
1886,3
1887,1
1888,3
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,2
1897,3
1898,0
1899,4
1900,1
1901,0
1902,3
1903,0
1904,0
1905,2
1906,0
1907,4
1908,0
1909,2
1910,2
1911,0
1912,2
1913,0
1914,1
1915,1
1916,1
1917,0
1918,3
1919,1
1920,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,2
1930,0
1931,0
1932,0
1933,2
1934,0
1935,0
1936,0
1937,0
1938,1
1939,1
1940,0
1941,0
1942,0
1943,3
1944,1
1945,0
1946,0
1947,0
1948,2
1949,0
1950,2
1951,1
1952,4
1953,2
1954,2
1955,1
1956,3
1957,3
1958,2
1959,3
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,3
1967,1
1968,0
1969,0
1970,2
1971,0
1972,0
1973,2
1974,3
1975,1
1976,4
1977,1
1978,0
1979,3
1980,4
1981,2
1982,0
1983,1
1984,1
1985,0
1986,2
1987,1
1988,2
1989,0
1990,4
1991,4
1992,0
1993,0
1994,3
1995,0
1996,0
1997,0
1998,2
1999,1
2000,3
2001,4
2002,0
2003,0
2004,0
2005,1
2006,0
2007,1
2008,3
2009,0
2010,0
2011,4
2012,0
2013,0
2014,3
2015,3
2016,3
2017,2
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,4
2025,0
2026,1
2027,3
2028,1
2029,0
2030,3
2031,0
2032,0
2033,3
2034,0
2035,0
2036,3
2037,1
2038,2
2039,2
2040,3
2041,1
2042,3
2043,1
2044,0
2045,0
2046,2
2047,0
2048,0
2049,0
2050,1
2051,1
2052,2
2053,3
2054,2
2055,1
2056,2
2057,1
2058,0
2059,4
2060,3
2061,1
2062,3
2063,1
2064,0
2065,2
2066,3
2067,3
2068,0
2069,2
2070,0
2071,0
2072,1
2073,3
2074,0
2075,2
2076,2
2077,3
2078,2
2079,1
2080,1
2081,2
2082,0
2083,1
2084,0
2085,0
2086,2
2087,1
2088,1
2089,3
2090,2
2091,3
2092,2
2093,0
2094,4
2095,0
2096,1
2097,1
2098,4
2099,2
2100,1
2101,0
2102,2
2103,1
2104,2
2105,0
2106,1
2107,2
2108,2
2109,3
2110,0
2111,0
2112,0
2113,1
2114,2
2115,1
2116,0
2117,3
2118,1
2119,0
2120,0
2121,0
2122,2
2123,0
2124,3
2125,2
2126,2
2127,0
2128,0
2129,0
2130,3
2131,1
2132,0
2133,2
2134,0
2135,0
2136,2
2137,0
2138,0
2139,0
2140,3
2141,3
2142,3
2143,0
2144,0
2145,0
2146,3
2147,1
2148,2
2149,1
2150,0
2151,1
2152,0
2153,2
2154,0
2155,0
2156,0
2157,0
2158,3
2159,0
2160,0
2161,2
2162,3
2163,4
2164,0
2165,2
2166,0
2167,1
2168,0
2169,0
2170,2
2171,0
2172,0
2173,3
2174,2
2175,1
2176,3
2177,3
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,3
2185,3
2186,1
2187,3
2188,3
2189,0
2190,2
2191,0
2192,3
2193,0
2194,0
2195,0
2196,1
2197,0
2198,0
2199,3
2200,1
2201,4
2202,3
2203,0
2204,2
2205,4
2206,1
2207,2
2208,2
2209,0
2210,1
2211,2
2212,0
2213,1
2214,0
2215,1
2216,2
2217,0
2218,0
2219,1
2220,0
2221,2
2222,2
2223,0
2224,3
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,0
2232,2
2233,2
2234,2
2235,0
2236,0
2237,1
2238,0
2239,0
2240,2
2241,2
2242,0
2243,0
2244,2
2245,1
2246,0
2247,1
2248,2
2249,0
2250,1
2251,0
2252,2
2253,0
2254,0
2255,0
2256,0
2257,0
2258,1
2259,0
2260,2
2261,1
2262,2
2263,3
2264,2
2265,0
2266,1
2267,2
2268,1
2269,0
2270,1
2271,2
2272,3
2273,3
2274,0
2275,3
2276,3
2277,0
2278,4
2279,2
2280,0
2281,0
2282,1
2283,0
2284,3
2285,3
2286,0
2287,1
2288,3
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,3
2296,2
2297,0
2298,0
2299,2
2300,1
2301,1
2302,3
2303,1
2304,1
2305,0
2306,0
2307,2
2308,2
2309,0
2310,1
2311,1
2312,1
2313,0
2314,2
2315,0
2316,2
2317,1
2318,1
2319,0
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,1
2328,2
2329,0
2330,1
2331,3
2332,3
2333,2
2334,0
2335,1
2336,2
2337,1
2338,1
2339,4
2340,1
2341,0
2342,0
2343,3
2344,0
2345,1
2346,4
2347,0
2348,1
2349,0
2350,2
2351,4
2352,0
2353,2
2354,0
2355,0
2356,0
2357,2
2358,3
2359,1
2360,0
2361,0
2362,0
2363,0
2364,2
2365,0
2366,3
2367,0
2368,0
2369,2
2370,0
2371,1
2372,3
2373,2
2374,0
2375,1
2376,0
2377,3
2378,0
2379,2
2380,0
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,3
2388,0
2389,0
2390,0
2391,0
2392,3
2393,1
2394,1
2395,2
2396,1
2397,0
2398,2
2399,1
2400,0
2401,1
2402,3
2403,0
2404,3
2405,0
2406,1
2407,2
2408,0
2409,0
2410,2
2411,2
2412,0
2413,0
2414,0
2415,1
2416,3
2417,2
2418,3
2419,3
2420,2
2421,4
2422,2
2423,0
2424,3
2425,2
2426,3
2427,1
2428,0
2429,0
2430,0
2431,0
2432,2
2433,2
2434,0
2435,0
2436,2
2437,0
2438,0
2439,0
2440,0
2441,2
2442,2
2443,1
2444,0
2445,0
2446,3
2447,0
2448,0
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,2
2456,2
2457,0
2458,0
2459,3
2460,0
2461,0
2462,3
2463,2
2464,0
2465,2
2466,0
2467,1
2468,1
2469,0
2470,2
2471,3
2472,3
2473,3
2474,0
2475,0
2476,2
2477,0
2478,4
2479,3
2480,0
2481,3
2482,3
2483,0
2484,0
2485,0
2486,1
2487,0
2488,1
2489,1
2490,0
2491,0
2492,0
2493,2
2494,1
2495,1
2496,2
2497,1
2498,0
2499,0
2500,1
2501,4
2502,1
2503,4
2504,0
2505,1
2506,0
2507,2
2508,0
2509,0
2510,2
2511,3
2512,0
2513,3
2514,1
2515,2
2516,2
2517,0
2518,0
2519,2
2520,1
2521,1
2522,2
2523,0
2524,0
2525,1
2526,1
2527,1
2528,2
2529,1
2530,1
2531,1
2532,2
2533,0
2534,0
2535,0
2536,0
2537,0
2538,3
2539,0
2540,0
2541,1
2542,2
2543,0
2544,1
2545,1
2546,0
2547,2
2548,1
2549,3
2550,0
2551,2
2552,3
2553,2
2554,1
2555,2
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,0
2563,1
2564,0
2565,0
2566,1
2567,0
2568,3
2569,2
2570,2
2571,0
2572,0
2573,0
2574,0
2575,1
2576,1
2577,1
2578,0
2579,1
2580,1
2581,3
2582,0
2583,3
2584,0
2585,0
2586,2
2587,0
2588,2
2589,3
2590,3
2591,1
2592,1
2593,1
2594,0
2595,2
2596,0
2597,1
2598,4
2599,3
2600,1
2601,0
2602,3
2603,2
2604,1
2605,0
2606,2
2607,1
2608,2
2609,3
2610,1
2611,0
2612,2
2613,0
2614,1
2615,2
2616,0
2617,0
2618,0
2619,2
2620,2
2621,0
2622,3
2623,0
2624,3
2625,0
2626,0
2627,2
2628,0
2629,0
2630,1
2631,2
2632,1
2633,3
2634,1
2635,3
2636,2
2637,0
2638,3
2639,0
2640,0
2641,1
2642,3
2643,0
2644,0
2645,0
2646,0
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,1
2655,2
2656,3
2657,3
2658,0
2659,4
2660,0
2661,3
2662,0
2663,2
2664,0
2665,3
2666,2
2667,2
2668,2
2669,2
2670,2
2671,1
2672,0
2673,3
2674,0
2675,3
2676,2
2677,0
2678,3
2679,0
2680,1
2681,0
2682,2
2683,1
2684,2
2685,2
2686,2
2687,0
2688,3
2689,1
2690,1
2691,1
2692,0
2693,0
2694,2
2695,1
2696,2
2697,2
2698,3
2699,2
2700,3
2701,0
2702,0
2703,0
2704,2
2705,3
2706,3
2707,0
2708,0
2709,2
2710,0
2711,3
2712,0
2713,3
2714,0
2715,0
2716,2
2717,0
2718,0
2719,0
2720,2
2721,2
2722,3
2723,2
2724,2
2725,0
2726,1
2727,3
2728,1
2729,2
2730,3
2731,0
2732,0
2733,3
2734,2
2735,1
2736,0
2737,0
2738,0
2739,0
2740,3
2741,1
2742,0
2743,1
2744,0
2745,0
2746,1
2747,3
2748,2
2749,1
2750,0
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,4
2760,3
2761,1
2762,3
2763,4
2764,2
2765,0
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,1
2775,1
2776,0
2777,2
2778,3
2779,0
2780,3
2781,3
2782,3
2783,4
2784,2
2785,3
2786,0
2787,1
2788,0
2789,0
2790,2
2791,2
2792,1
2793,3
2794,0
2795,0
2796,2
2797,2
2798,1
2799,0
2800,0
2801,0
2802,0
2803,1
2804,3
2805,2
2806,0
2807,0
2808,3
2809,0
2810,3
2811,0
2812,1
2813,0
2814,1
2815,1
2816,0
2817,1
2818,0
2819,2
2820,0
2821,1
2822,0
2823,0
2824,0
2825,3
2826,0
2827,0
2828,0
2829,4
2830,1
2831,1
2832,1
2833,0
2834,0
2835,0
2836,4
2837,2
2838,2
2839,3
2840,0
2841,2
2842,3
2843,0
2844,2
2845,0
2846,0
2847,1
2848,1
2849,0
2850,4
2851,3
2852,2
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,2
2860,2
2861,0
2862,0
2863,0
2864,3
2865,1
2866,0
2867,0
2868,2
2869,4
2870,2
2871,2
2872,3
2873,3
2874,0
2875,1
2876,4
2877,3
2878,0
2879,1
2880,0
2881,0
2882,0
2883,2
2884,3
2885,0
2886,0
2887,0
2888,3
2889,3
2890,0
2891,0
2892,3
2893,2
2894,1
2895,2
2896,4
2897,0
2898,0
2899,1
2900,0
2901,2
2902,3
2903,2
2904,0
2905,1
2906,2
2907,3
2908,0
2909,1
2910,0
2911,2
2912,1
2913,2
2914,2
2915,3
2916,1
2917,4
2918,2
2919,0
2920,0
2921,3
2922,3
2923,2
2924,0
2925,0
2926,0
2927,2
2928,0
2929,3
2930,0
2931,1
2932,0
2933,4
2934,0
2935,1
2936,3
2937,1
2938,3
2939,1
2940,2
2941,0
2942,0
2943,1
2944,0
2945,0
2946,3
2947,0
2948,0
2949,0
2950,0
2951,4
2952,2
2953,0
2954,1
2955,3
2956,0
2957,2
2958,1
2959,1
2960,0
2961,2
2962,0
2963,1
2964,0
2965,0
2966,0
2967,1
2968,2
2969,0
2970,0
2971,3
2972,2
2973,0
2974,3
2975,0
2976,1
2977,0
2978,1
2979,2
2980,4
2981,0
2982,3
2983,0
2984,2
2985,0
2986,1
2987,0
2988,2
2989,0
2990,1
2991,0
2992,1
2993,3
2994,0
2995,0
2996,0
2997,1
